START	END	SITES
9486032	9617277	1129
9618612	9707909	697
9709029	9712130	26
9713943	9735151	144
9736171	9757834	184
9759304	9759721	22
9760816	9809557	474
9811010	9833158	119
9834266	9839423	31
9840454	9865752	188
9867084	9901423	210
9903086	9912160	46
9913235	9913235	1
9914373	9915349	25
9916863	9922496	41
9923761	9927363	25
9928503	9951799	140
9952944	9953943	8
9955179	9958822	17
9959844	9976381	118
9977607	9991388	91
9992475	9996570	27
9997719	10038082	232
10039135	10046817	36
10048325	10063403	125
10064713	10066653	8
10067666	10140444	515
10141606	10204254	542
10205372	10205641	2
10206701	10231128	215
10232165	10238621	70
10239924	10288290	301
10289299	10298976	60
10300071	10324646	202
10325756	10325819	2
10327097	10334389	65
10335495	10359543	279
10360547	10401677	239
10403113	10408628	29
10410017	10415500	28
10416650	10423239	39
10424318	10438455	120
10439859	10447099	51
10448360	10457156	37
10458700	10462048	17
10463132	10477714	54
10478947	10480839	7
10481902	10509436	152
10511062	10511941	8
10513357	10524895	62
10526019	10541923	67
10543048	10543602	4
10544733	10544743	2
10545928	10556954	70
10558232	10579415	287
10580494	10633704	570
10635208	10676645	342
10677714	10715645	314
10716684	10731151	99
10732933	10733378	7
10734550	10786885	382
10787947	10815622	168
10816923	10834666	138
10836246	10944461	1090
10945519	10945803	4
10946912	10959896	86
10961255	10978403	92
10979909	10982527	10
10983959	10993489	46
10994748	11006241	55
11007951	11023831	44
11025574	11061711	195
11062718	11064752	35
11066237	11083582	103
11084868	11091822	39
11093028	11113321	125
11114880	11122225	23
11123377	11130656	44
11131898	11157881	117
11159338	11192247	214
11194030	11195442	14
11196700	11197413	9
11198885	11199039	2
11200066	11223069	101
11224421	11229824	26
11230963	11237734	29
11238956	11239229	3
11240573	11246133	32
11247353	11276415	148
11277445	11289619	75
11291195	11293820	12
11294821	11305817	119
11307153	11311352	24
11312460	11316681	28
11317698	11327130	55
11328243	11332620	21
11333650	11349437	115
11350570	11367577	142
11369056	11384100	168
11385457	11398868	189
11399878	11405696	40
11406868	11421918	92
11422923	11430921	45
11432007	11503518	614
11504611	11505063	7
11506203	11551473	236
11552597	11554668	12
11556304	11577293	110
11578381	11587557	65
11588634	11589369	2
11590474	11605898	96
11606965	11633556	139
11634711	11636101	6
11637455	11645089	41
11646415	11671472	195
11672909	11677306	30
11678352	11696653	100
11697883	11704117	93
11705325	11711634	54
11712816	11745696	156
11746798	11747787	15
11749475	11772682	161
11774491	11775692	6
11777057	11807513	153
11808754	11846098	208
11847214	11863045	84
11864476	11866880	13
11869019	11872477	17
11873507	11875135	8
11876497	11879993	21
11881240	11903473	111
11904990	11917169	63
11918742	11922945	44
11924016	11937469	67
11938505	11955415	70
11956447	11971405	100
11972498	11994726	118
11996611	11997741	7
11999117	12028976	217
12030007	12038893	45
12040011	12055097	99
12056586	12059131	35
12060134	12064689	26
12066111	12081217	74
12082294	12165754	472
12166845	12186930	101
12188230	12194901	40
12195984	12236872	324
12238058	12259671	88
12260948	12274208	80
12275409	12287214	64
12288376	12354935	587
12356038	12367840	75
12369063	12391782	119
12393578	12408856	97
12410259	12433546	129
12434710	12439026	24
12440104	12444319	22
12445470	12465731	128
12467535	12483769	84
12485212	12486901	19
12487953	12510804	104
12512095	12517197	21
12519214	12536877	98
12537880	12543402	30
12544935	12550495	35
12551522	12558135	21
12559153	12568512	38
12569610	12606418	198
12607450	12631382	121
12632438	12645705	73
12646839	12664838	88
12665961	12674985	42
12676354	12681301	47
12682534	12694481	65
12695983	12711529	84
12712782	12738443	108
12739961	12740180	2
12741191	12742148	5
12743345	12781449	253
12782530	12782722	4
12783954	12812296	146
12814181	12823181	45
12824410	12832091	37
12834050	12851396	95
12852644	12869110	68
12870181	12870509	2
12871816	12874382	11
12875705	12879889	18
12881366	12901292	124
12902352	12925186	103
12926457	12929605	16
12931201	12936363	16
12937863	12937863	1
12939279	12951029	53
12952326	12957521	31
12959122	12959502	5
12960518	12985462	93
12986465	12998899	67
13000158	13006688	31
13007737	13021610	110
13022794	13024290	9
13025402	13025402	1
13026444	13052583	163
13054527	13084593	179
13085685	13108964	144
13110021	13112595	13
13114287	13140400	255
13141526	13166788	100
13168242	13169659	14
13171215	13180681	50
13181723	13209336	255
13211028	13213617	13
13214674	13237957	144
13239049	13269118	180
13271060	13301844	169
13302999	13330818	165
13332027	13347088	58
13348113	13349173	5
13350186	13360858	45
13361997	13367415	40
13368854	13392253	122
13393428	13396361	19
13397597	13409761	55
13410797	13415056	18
13416177	13416616	4
13417633	13428411	67
13429774	13437871	31
13439069	13446257	56
13448093	13450804	11
13452355	13457794	25
13458826	13468443	75
13469825	13470890	24
13472023	13496664	123
13497701	13499629	14
13502175	13522009	154
13523267	13527467	23
13528558	13565245	162
13566418	13566569	2
13568166	13569037	7
13570086	13579851	33
13581098	13583980	16
13585438	13593351	30
13594352	13604326	81
13605625	13611635	27
13612908	13625233	94
13626315	13630249	21
13631267	13635165	17
13636240	13650122	97
13651252	13654954	20
13656406	13686207	192
13687265	13689907	9
13691506	13706850	113
13707923	13710159	15
13711345	13727970	104
13728992	13737001	46
13738154	13738154	1
13739170	13753168	74
13754411	13754784	4
13755935	13765781	45
13766842	13783290	110
13784744	13791691	31
13792933	13829223	221
13830358	13846742	74
13847747	13863475	113
13864627	13865863	5
13866896	13870850	24
13871987	13874404	10
13875606	13890917	140
13891937	13947259	436
13948284	13960288	63
13961333	13993513	138
13994565	13995634	5
13996666	14008511	64
14009697	14017949	35
14018985	14030516	88
14032093	14041441	46
14042694	14043314	2
14044509	14051035	48
14052164	14065293	97
14066398	14072264	33
14073505	14077057	18
14078365	14099728	115
14101257	14101472	3
14102750	14103331	4
14104496	14105218	5
14106479	14109525	20
14110676	14111474	7
14112532	14115541	15
14116890	14119491	13
14121145	14124314	16
14125335	14127878	16
14129969	14134976	16
14136301	14143517	38
14145213	14194328	241
14195432	14197937	32
14199263	14199355	2
14200976	14235311	161
14236362	14237467	7
14238563	14242494	13
14243655	14251076	39
14253007	14269186	89
14270255	14275639	30
14276807	14281907	22
14283119	14284664	4
14285738	14320835	236
14322058	14323189	7
14324200	14353904	197
14354973	14373689	118
14375040	14399632	192
14400909	14413578	62
14415447	14464000	1003
14465135	14470737	48
14472069	14494933	269
14496069	14502344	51
14503518	14533120	304
14534138	14568829	177
14569850	14593999	146
14595201	14641767	368
14642802	14650763	50
14652406	14659348	36
14660394	14684921	202
14686305	14728598	322
14729673	14731275	12
14732638	14911669	1487
14913032	14914634	12
14915709	14958003	323
14959387	14983915	202
14984961	14991903	36
14993546	15001507	50
15002541	15049110	369
15050312	15074463	145
15075484	15110175	177
15111193	15140789	305
15141963	15148238	51
15149374	15172237	271
15173569	15179171	48
15180306	15228864	1003
15230733	15243402	61
15244679	15269263	192
15270614	15289333	119
15290402	15367921	520
15369617	15374786	57
15375829	15534022	1045
15535060	15682876	1041
15683919	15689088	57
15690784	15739846	335
15741244	15751840	85
15753558	15757281	19
15758647	15783431	177
15784880	15785977	11
15787917	15788803	8
15789990	15800934	57
15802200	15832304	205
15833384	15936259	962
15937355	15939276	14
15940339	15952605	261
15953609	15971526	114
15972654	15972654	1
15973762	15985482	73
15986875	15995268	38
15996331	16018487	90
16019570	16034655	62
16035663	16039799	36
16041607	16043655	9
16044847	16050444	28
16051525	16051525	1
16052680	16063527	49
16064618	16069706	18
16070750	16079834	48
16081320	16094985	73
16095996	16115725	86
16117055	16122871	22
16124014	16143942	90
16144945	16151931	23
16153006	16161523	40
16162737	16165259	19
16166868	16171349	18
16172950	16175142	12
16176359	16184846	34
16185897	16210586	100
16211991	16214587	10
16215799	16239477	115
16240490	16240886	5
16241986	16248462	64
16249524	16251837	9
16253510	16258280	28
16259593	16260237	5
16261407	16267055	21
16268075	16275177	34
16276257	16307777	219
16309860	16323454	62
16324807	16332172	32
16333568	16380063	303
16381332	16381337	2
16382408	16384667	12
16385781	16412389	237
16413699	16422630	87
16423757	16429838	45
16430853	16461164	253
16462494	16463233	6
16464919	16465416	6
16466437	16473573	35
16474647	16476021	5
16477062	16480203	25
16481443	16485431	30
16486513	16490323	13
16491357	16511094	89
16513495	16517849	26
16519129	16542915	118
16543987	16545640	5
16546697	16607193	473
16608302	16632389	259
16633816	16657264	116
16658555	16660000	10
16661453	16663948	17
16665096	16668079	7
16669885	16674864	27
16675916	16693492	117
16694781	16695036	2
16697277	16701128	12
16702713	16704071	4
16705174	16710937	25
16712460	16712460	1
16714235	16715272	5
16716285	16717454	6
16718618	16742789	175
16744050	16744830	3
16745914	16748591	10
16750175	16752664	10
16753719	16753744	2
16754857	16766925	59
16768351	16771243	9
16772247	16778272	19
16779503	16788814	45
16790245	16810621	151
16812373	16823789	55
16824957	16828130	19
16829266	16834266	25
16835754	16838700	11
16839943	16849467	37
16851024	16851062	2
16852185	16855351	30
16856562	16865566	56
16867531	16869126	6
16870235	16880854	70
16881971	17181315	2141
17182316	17182316	1
17183351	17184601	5
17185620	17194430	84
17195553	17213651	93
17214993	17218083	8
17219166	17226106	38
17227740	17230288	7
17231473	17234031	8
17235073	17244572	39
17245911	17260146	76
17261196	17273342	58
17275228	17309496	177
17310599	17317449	26
17318672	17332081	53
17333542	17339974	38
17341349	17341733	4
17343631	17343900	3
17344947	17350712	50
17352403	17356574	17
17357782	17358076	2
17359542	17359542	1
17360633	17428490	547
17429690	17429690	1
17431594	17441287	65
17443015	17450325	34
17451415	17483342	195
17484903	17485476	4
17486643	17491117	18
17493777	17507552	47
17508755	17511933	13
17512938	17512938	1
17514237	17519964	26
17521009	17524016	12
17525159	17525338	3
17526535	17526862	3
17528432	17530449	11
17531545	17535565	32
17536602	17538985	14
17540177	17551869	110
17553173	17555176	8
17556712	17591598	373
17592649	17604401	91
17605426	17634668	211
17635804	17668062	250
17669473	17680810	59
17681855	17693487	76
17694657	17697344	20
17698462	17698462	1
17699485	17712381	66
17713772	17734287	95
17735347	17749179	74
17750598	17788293	206
17789366	17796536	22
17798406	17801528	13
17802761	17805436	11
17806801	17816770	47
17818305	17819714	8
17821041	17868902	290
17869903	17897756	208
17898787	17901339	17
17902469	17924944	92
17925981	17926171	4
17928295	17934365	26
17935757	17939587	12
17940650	17948788	35
17949882	17950297	2
17951462	17961816	41
17962885	17966783	12
17968179	17969629	7
17970899	17971872	6
17972946	17973737	11
17974788	17985311	49
17986465	17988786	6
17989798	17991691	23
17992707	17997508	24
17999061	18003786	36
18004819	18008242	17
18009720	18011036	4
18012050	18024658	55
18025685	18029804	23
18031138	18037629	38
18039069	18039712	5
18041288	18041288	1
18042793	18047227	16
18048279	18050543	17
18051953	18052101	2
18053555	18073886	97
18075520	18075520	1
18076888	18076888	1
18077904	18087598	71
18089787	18097936	74
18099078	18100685	7
18101825	18103072	5
18104151	18109639	22
18111366	18119840	53
18121098	18143124	190
18144718	18162552	92
18163698	18195954	162
18196996	18258857	603
18259894	18427273	1854
18428670	18429105	4
18430170	18468125	239
18469184	18471523	10
18472830	18481263	44
18482420	18502796	238
18504087	18538084	144
18539116	18550439	52
18551693	18557301	35
18558979	18565979	38
18566982	18571838	24
18573385	18580647	40
18582359	18587967	35
18589221	18600539	52
18601571	18611410	46
18612653	18617617	27
18618636	18647928	261
18648947	18727103	1029
18728119	18747859	197
18748980	18811786	359
18813669	18825700	66
18826836	18850144	142
18851341	18857311	34
18858790	18863192	45
18864232	18870840	43
18871853	19004839	1234
19005846	19011681	25
19013155	19030844	94
19031915	19034314	9
19035412	19041414	66
19042647	19042647	1
19043912	19060394	104
19061648	19067948	34
19069178	19069178	1
19070383	19087722	147
19088759	19147646	562
19148732	19151269	12
19152512	19176561	174
19177902	19181945	20
19182952	19323534	1276
19324574	19328977	46
19330456	19336426	34
19337623	19374094	213
19375978	19438788	352
19439909	19459654	199
19460674	19497250	295
19498371	19506890	71
19508249	19530538	178
19531736	19567255	277
19568290	19636425	464
19638176	19663186	165
19664601	19697604	176
19698656	19726817	173
19728170	19815915	554
19816957	19868155	370
19869261	20152816	2876
20153922	20210979	372
20212145	20216039	34
20217394	20217592	3
20218625	20289314	469
20290673	20299192	71
20300313	20336886	295
20337906	20421078	543
20422961	20459855	235
20461052	20467022	35
20468499	20472873	39
20473912	20517487	274
20518755	20547134	124
20548290	20554902	53
20555909	20559024	32
20560095	20583443	179
20584553	20608612	123
20609839	20613253	21
20614379	20629035	75
20630162	20634629	37
20636476	20654939	81
20655984	20660903	27
20662198	20676936	59
20678250	20698491	98
20699959	20722988	112
20724008	20725717	12
20726782	20744751	116
20745954	20747752	11
20749020	20750804	11
20752122	20813396	375
20814617	20831814	117
20833419	20837066	24
20838076	20873757	240
20874828	20903236	219
20904299	20942959	347
20944151	21032717	799
21034822	21053923	138
21055157	21086528	373
21087714	21104889	113
21105976	21109881	22
21111807	21111807	1
21112838	21165915	442
21167303	21200998	244
21202033	21270173	467
21271924	21296934	165
21298349	21331353	177
21332405	21360570	176
21361923	21449657	555
21450699	21501899	370
21503005	21768475	2652
21769581	21820782	369
21821824	21909549	556
21910903	21939071	175
21940123	21969011	158
21970078	21973127	18
21974542	21999557	165
22001308	22069454	467
22070489	22104208	243
22105596	22158679	438
22159710	22159710	1
22161638	22165539	22
22166626	22183806	113
22184992	22216360	372
22217594	22236691	139
22238797	22327366	797
22328558	22367213	349
22368275	22396680	218
22397751	22433428	240
22434438	22438088	24
22439693	22456893	117
22458114	22493251	231
22494656	22519364	145
22520682	22522466	11
22523734	22525532	9
22526735	22544703	116
22545768	22547477	12
22548497	22571521	113
22572989	22609279	159
22610574	22615493	27
22616538	22634991	80
22636837	22641304	37
22642431	22657083	75
22658209	22661623	20
22662842	22686905	124
22688015	22711360	179
22712431	22715546	32
22716553	22723166	53
22724322	22752693	122
22753960	22797537	276
22798576	22802950	39
22804427	22810397	35
22811594	22848490	235
22850374	22934083	548
22935103	22971668	294
22972789	22981308	71
22982667	23053368	472
23054401	23054599	3
23055954	23059848	35
23061014	23113061	337
23114244	23223076	943
23224289	23280593	374
23281766	23286080	29
23287118	23289406	14
23291357	23303926	54
23305422	23338968	198
23340752	23341178	7
23342495	23409302	438
23410465	23574945	3725
23575970	23603792	298
23605228	23629217	197
